"","comments","comments_id","clean_comments","segged_comments"
"24728",": 繳不起？抓去勞改挖隧道 反正這種人存在也至少社會問題","Lilyzoea6","繳不起？抓去勞改挖隧道反正這種人存在也至少社會問題",""
"24729",": 不是現代社會演化不想生是不負責觀念，而是這舊習一直","howhower","不是現代社會演化不想生是不負責觀念，而是這舊習一直",""
"24730",": 壓迫要人完成生育才是完整的","howhower","壓迫要人完成生育才是完整的",""
"24731",": 現在不孕的女生很多，門診一堆30左右女生","mopepe5566","現在不孕的女生很多，門診一堆30左右女生",""
"24732",": 一堆中年婦女，以為想懷孕很容易","mopepe5566","一堆中年婦女，以為想懷孕很容易",""
"24733",": 是啊 想生生不出來 最可怕","jason320","是啊想生生不出來最可怕",""
"24734",": 真的，沒遇到不要說太滿","pbt9969","真的，沒遇到不要說太滿",""
"24735",": 去各大求子版看，老公精蟲不行的也好多，社會壓力大吧","pierides47","去各大求子版看，老公精蟲不行的也好多，社會壓力大吧",""
"24736",": 每個人都認為自己狀況好","EurekaJet","每個人都認為自己狀況好",""
"24737",": 沒得賠也不見得要入場吧","RaiGend0519","沒得賠也不見得要入場吧",""
"24738",": 想生也不見得生的出來","mopepe5566","想生也不見得生的出來",""
"24739",": 33歲表示羨慕已生同儕，感覺都過得很開心（SMS上）實際上當","mmiu","33歲表示羨慕已生同儕，感覺都過得很開心（SMS上）實際上當",""
"24740",": 然各種辛苦……也有人流產快十次才生一隻小公主啊","mmiu","然各種辛苦……也有人流產快十次才生一隻小公主啊",""
"24741",": 你怎麼會覺得30就沒什麼青春？那你總該有點小錢有自由","rainwalnut","你怎麼會覺得30就沒什麼青春？那你總該有點小錢有自由",""
"24742",": 吧？如果不是很愛小孩為什麼要鼓勵生子，沒意義阿","rainwalnut","吧？如果不是很愛小孩為什麼要鼓勵生子，沒意義阿",""
"24743",": 三十幾歲每年出國 每周約朋友吃飯的一堆吧 怎麼沒有?","SweetLee","三十幾歲每年出國每周約朋友吃飯的一堆吧怎麼沒有?",""
"24744",": 那你三十幾歲都在幹嘛? 躺在床上耍廢? 那耍廢最少也是自","SweetLee","那你三十幾歲都在幹嘛?躺在床上耍廢?那耍廢最少也是自",""
"24745",": 由 你有小孩後想耍廢都不行","SweetLee","由你有小孩後想耍廢都不行",""
"24746",": 你自己想想看目前的生活每天再外加上多一份八小時的工作","SweetLee","你自己想想看目前的生活每天再外加上多一份八小時的工作",""
"24747",": 然後沒薪水給你 只有多扣你的錢 這樣你願不願意就好了?","SweetLee","然後沒薪水給你只有多扣你的錢這樣你願不願意就好了?",""
"24748",": 沒得賠也不代表一定要生好嗎？","mindy3321","沒得賠也不代表一定要生好嗎？",""
"24749",": 這種例子拿出來講，更加一堆人不想生了好嗎","wateryc","這種例子拿出來講，更加一堆人不想生了好嗎",""
"24750",": 可是明明一些中低收入戶也是生很多","anshley","可是明明一些中低收入戶也是生很多",""
"24751",": 跟你一樣認識生完幸福的是醫生家庭","bastet729","跟你一樣認識生完幸福的是醫生家庭",""
"24752",": 如不生..小兒科醫生都要轉科","onomedu","如不生小兒科醫生都要轉科",""
"24753",": 連生小孩都是M型趨勢啊！中級階層考量比較多！","sewgo","連生小孩都是M型趨勢啊！中級階層考量比較多！",""
"24754",": 生很多跟覺得快樂是兩回事呀","LuciusMalfoy","生很多跟覺得快樂是兩回事呀",""
"24755",": 不會，生與教養又是一回事","Naomi12","不會，生與教養又是一回事",""
"24756",": 都自己生兩個了","jason320","都自己生兩個了",""
"24757",": 我不是醫生 小家庭沒長輩幫忙 目前收入30K 我老婆最近在","SweetLee","我不是醫生小家庭沒長輩幫忙目前收入30K我老婆最近在",""
"24758",": 跟我問了好幾次要不要生老四 嚇死我","SweetLee","跟我問了好幾次要不要生老四嚇死我",""
"24759",": 我跟她說如果生老四叫她全部自己照顧 生老二的時候我已","SweetLee","我跟她說如果生老四叫她全部自己照顧生老二的時候我已",""
"24760",": 經累到快崩潰了 幸好我叫她自己帶的擋箭牌每次都成功的","SweetLee","經累到快崩潰了幸好我叫她自己帶的擋箭牌每次都成功的",""
"24761",": 阻止她繼續討論生老四的念頭","SweetLee","阻止她繼續討論生老四的念頭",""
"24762",": 只會想玩小孩，限定年齡：６歲以下～ XD","yaokut","只會想玩小孩，限定年齡：６歲以下XD",""
"24763",": 代表樓上上是好隊友XD","LuciusMalfoy","代表樓上上是好隊友XD",""
"24764",": 沒錯 有錢有閒也別生 國家滅亡是政府要負責 對自己好點","testutw","沒錯有錢有閒也別生國家滅亡是政府要負責對自己好點",""
"24765",": 產後憂鬱很大的原因來自另一半，妳該做的是避免和像妳姐夫","BBScom","產後憂鬱很大的原因來自另一半，妳該做的是避免和像妳姐夫",""
"24766",": 那樣的人結婚","BBScom","那樣的人結婚",""
"24767",": 如果是自私，更要養小孩","mopepe5566","如果是自私，更要養小孩",""
"24768",": 別人的小孩不是小孩？","jfw616","別人的小孩不是小孩？",""
"24769",": 如果人人都這樣想,最倒霉的就是地球上最後一個死的那個..","jfw616","如果人人都這樣想,最倒霉的就是地球上最後一個死的那個",""
"24770",": 不過...世界就真的不會人人這樣想..沒事沒事","jfw616","不過世界就真的不會人人這樣想沒事沒事",""
"24771",": 我都說啦,如果人人都這樣想...倒霉的是最後那一個而已..","jfw616","我都說啦,如果人人都這樣想倒霉的是最後那一個而已",""
"24772",": 都沒人生小孩了,哪來的人照顧你..","jfw616","都沒人生小孩了,哪來的人照顧你",""
"24773",": 台灣剩下不到10個人...你是其中一個..","jfw616","台灣剩下不到10個人你是其中一個",""
"24774",": 誰來維持水電運作,種田種米...那時候有錢能幹嘛","jfw616","誰來維持水電運作,種田種米那時候有錢能幹嘛",""
"24775",": 不過你要慶幸世界還好不是人人這樣想..","jfw616","不過你要慶幸世界還好不是人人這樣想",""
"24776",": 跟你想的一樣，我非常愛小孩但就是因為太愛了，才會","imanda0324","跟你想的一樣，我非常愛小孩但就是因為太愛了，才會",""
"24777",": 不想生，人生太苦了","imanda0324","不想生，人生太苦了",""
"24778",": 就抓最後一個啊 反正最後那個也是別的自私父母造出來","ChiaChi2018","就抓最後一個啊反正最後那個也是別的自私父母造出來",""
"24779",": 的 孽不是我造的是要負責什麼XD","ChiaChi2018","的孽不是我造的是要負責什麼XD",""
"24780",": 付出要有回饋 什麼都吃就是不吃虧的概念","ftcforever","付出要有回饋什麼都吃就是不吃虧的概念",""
"24781",": 我有付錢 也沒浪費國家資源  但要為國家做甚麼 免談","ftcforever","我有付錢也沒浪費國家資源但要為國家做甚麼免談",""
"24782",": 這就是很多適婚自私能力不足反擊社會的心態","ftcforever","這就是很多適婚自私能力不足反擊社會的心態",""
"24783",": 超想生的! 別人的小孩不能打,很想生一個,把童年被虐待","Antia691","超想生的!別人的小孩不能打,很想生一個,把童年被虐待",""
"24784",": 的部分傳承下去! 我超想虐打我的小孩直到他發瘋殘廢,要","Antia691","的部分傳承下去!我超想虐打我的小孩直到他發瘋殘廢,要",""
"24785",": 是不小心虐死大不了就是進去關,最好生2個當備品. 到現在","Antia691","是不小心虐死大不了就是進去關,最好生2個當備品到現在",""
"24786",": 還沒能有目標報復發洩,如果是自己的小孩,也活該他是我","Antia691","還沒能有目標報復發洩,如果是自己的小孩,也活該他是我",""
"24787",": 的小孩,套句爸常說的:女兒就是賤,是個負資產,當然不管","Antia691","的小孩,套句爸常說的女兒就是賤,是個負資產,當然不管",""
"24788",": 生男的還女的我都要虐爆他,男的足月就剪陰莖! 哈哈哈哈","Antia691","生男的還女的我都要虐爆他,男的足月就剪陰莖!哈哈哈哈",""
"24789",": 哈哈","Antia691","哈哈",""
"24790",": 白痴","shiaowei","白痴",""
"24791",": 某樓要不要去掛身心科門診啊","yo706001","某樓要不要去掛身心科門診啊",""
"24792",": 看別人照顧小孩都是慶倖自己自由的.. 但很多都說是生了","lululun","看別人照顧小孩都是慶倖自己自由的但很多都說是生了",""
"24793",": 才發現自己的孩子感覺會不一樣 就算累 但如果沒人分擔也","lululun","才發現自己的孩子感覺會不一樣就算累但如果沒人分擔也",""
"24794",": 自然願意為小孩做這些事","lululun","自然願意為小孩做這些事",""
"24795",": 像我媽也說她以前完全不覺得她會喜歡小孩 但自己的還是會","lululun","像我媽也說她以前完全不覺得她會喜歡小孩但自己的還是會",""
"24796",": 自私 不一樣","lululun","自私不一樣",""
"24797",": 不會，看到別人照顧小孩後更加確定不生","withcat","不會，看到別人照顧小孩後更加確定不生",""
"24798",": 和你的想法一模一樣，人生很短，只想把時間和精力花在自","withcat","和你的想法一模一樣，人生很短，只想把時間和精力花在自",""
"24799",": 己真正喜歡的事情上","withcat","己真正喜歡的事情上",""
"24800",": 不會 覺得一生都毀了","QQmouse","不會覺得一生都毀了",""
"24801",": 不會，覺得人生毀了","audrey94","不會，覺得人生毀了",""
"24802",": 完全不會","fatfinger2","完全不會",""
"24803",": 完全不會","pacitic","完全不會",""
"24804",": 看到幸福的、小孩懂事的會，可惜大多是帶孩帶到精疲力","a8112210","看到幸福的、小孩懂事的會，可惜大多是帶孩帶到精疲力",""
"24805",": 盡","a8112210","盡",""
"24806",": 正常 所以說少子化主因是女性受教育使自主思考能力提升","SweetLee","正常所以說少子化主因是女性受教育使自主思考能力提升",""
"24807",": 造成的結果","SweetLee","造成的結果",""
"24808",": 你不想這樣養的話 可能家裡有錢請好的保母照顧24小時可","SweetLee","你不想這樣養的話可能家裡有錢請好的保母照顧24小時可",""
"24809",": 不會，不想抓交替","dcshoecousa","不會，不想抓交替",""
"24810",": 能辦得到","SweetLee","能辦得到",""
"24811",": 那個認識的人一定會勸妳不要生的啊…","ru899","那個認識的人一定會勸妳不要生的啊…",""
"24812",": 多多少少","RaiGend0519","多多少少",""
"24813",": 不會 覺得一生都毀了","aoilan","不會覺得一生都毀了",""
"24814",": 不會","molamolajump","不會",""
"24815",": 先找到男朋友吧","jfw616","先找到男朋友吧",""
"24816",": 沒男人你要怎麼生","jfw616","沒男人你要怎麼生",""
"24817",": 去精子銀行嗎？","jfw616","去精子銀行嗎？",""
"24818",": 真的不會。。$","icolee","真的不會。。$",""
"24819",": 真的不會。。。","icolee","真的不會。。。",""
"24820",": 看到人家生就生，那看到別人死要不要也一起？","jiaj","看到人家生就生，那看到別人死要不要也一起？",""
"24821",": 真正幸福的幾乎是零 看FB明星可能還感覺幸福 但如果說看到","icolee","真正幸福的幾乎是零看FB明星可能還感覺幸福但如果說看到",""
"24822",": 小孩就幸福 那倒是很多吧","icolee","小孩就幸福那倒是很多吧",""
"24823",": 有子萬事足 這五個字 本身就蠻悲哀的","icolee","有子萬事足這五個字本身就蠻悲哀的",""
"24824",": 趕快生一生吧","chungrew","趕快生一生吧",""
"24825",": 朋友怎麼顧小孩的我不管，但看到朋友老公用極盡寵","ting19860427","朋友怎麼顧小孩的我不管，但看到朋友老公用極盡寵",""
"24826",": 溺疼愛的眼神看著朋友的話就會，如果是豬隊友或是","ting19860427","溺疼愛的眼神看著朋友的話就會，如果是豬隊友或是",""
"24827",": 什麼都叫太太做的那種，則是會降低…","ting19860427","什麼都叫太太做的那種，則是會降低…",""
"24828",": 不會總是一直餵食，孩子兩三歲很多可以自己吃了，你","huangemmawww","不會總是一直餵食，孩子兩三歲很多可以自己吃了，你",""
